gamma,beta,expected_cut,approximation_ratio,top_measurement,top_probability
1.5707963267948966,0.9424777960769379,0.14323725421878938,0.07161862710939469,000,0.46419068644530265
1.5707963267948966,1.0210176124166828,0.3091610607806449,0.15458053039032246,000,0.42270973480483875
1.5707963267948966,1.0995574287564276,0.5182372542187894,0.2591186271093947,000,0.37044068644530265
1.5707963267948966,1.1780972450961724,0.7499999999999999,0.37499999999999994,000,0.31250000000000006
1.5707963267948966,1.2566370614359172,0.9817627457812106,0.4908813728906053,000,0.2545593135546974
1.5707963267948966,1.335176877775662,1.1908389392193548,0.5954194696096774,000,0.20229026519516136
1.5707963267948966,1.413716694115407,1.3567627457812104,0.6783813728906052,000,0.16080931355469735
1.5707963267948966,1.4922565104551517,1.463292387221365,0.7316461936106825,000,0.1341769031946587
1.5707963267948966,1.5707963267948966,1.5,0.75,000,0.125
1.7278759594743862,0.0,1.5,0.75,000,0.125
1.7278759594743862,0.07853981633974483,1.3925720593359079,0.6962860296679539,000,0.151856985166023
1.7278759594743862,0.15707963267948966,1.2240412868890977,0.6120206434445489,000,0.19398967827772556
1.7278759594743862,0.23561944901923448,1.0109046488896003,0.5054523244448001,000,0.24727383777759993
1.7278759594743862,0.3141592653589793,0.774025444475084,0.387012722237542,000,0.30649363888122905
1.7278759594743862,0.39269908169872414,0.5365910606081069,0.26829553030405345,000,0.3658522348479733
1.7278759594743862,0.47123889803846897,0.32184322908419616,0.16092161454209808,000,0.41953919272895096
1.7278759594743862,0.5497787143782138,0.15080296388903483,0.07540148194451742,000,0.46229925902774127
1.7278759594743862,0.6283185307179586,0.04021287788752698,0.02010643894376349,000,0.48994678052811824
1.7278759594743862,0.7068583470577035,0.0008982992239374593,0.00044914961196872963,000,0.49977542519401563
1.7278759594743862,0.7853981633974483,0.03670761277863481,0.018353806389317405,000,0.4908230968053413
1.7278759594743862,0.8639379797371931,0.14413555344272694,0.07206777672136347,000,0.4639661116393183
1.7278759594743862,0.9424777960769379,0.31266632588953724,0.15633316294476862,000,0.4218334185276157
1.7278759594743862,1.0210176124166828,0.5258029638890345,0.26290148194451723,000,0.3685492590277414
1.7278759594743862,1.0995574287564276,0.7626821683035505,0.38134108415177526,000,0.30932945792411237
1.7278759594743862,1.1780972450961724,1.0001165521705278,0.5000582760852639,000,0.24997086195736806
1.7278759594743862,1.2566370614359172,1.2148643836944388,0.6074321918472194,000,0.19628390407639035
1.7278759594743862,1.335176877775662,1.3859046488895999,0.6929523244447999,000,0.1535238377776
1.7278759594743862,1.413716694115407,1.4964947348911077,0.7482473674455539,000,0.12587631627722304
1.7278759594743862,1.4922565104551517,1.5358093135546969,0.7679046567773484,001,0.12798410946289143
1.7278759594743862,1.5707963267948966,1.5,0.75,000,0.125
1.8849555921538759,0.0,1.4999999999999998,0.7499999999999999,000,0.12500000000000003
1.8849555921538759,0.07853981633974483,1.3305709283292522,0.6652854641646261,000,0.16735726791768699
1.8849555921538759,0.15707963267948966,1.1113220593359079,0.5556610296679539,000,0.22216948516602303
1.8849555921538759,0.23561944901923448,0.8637149999137307,0.43185749995686534,000,0.28407125002156736
1.8849555921538759,0.3141592653589793,0.6119872542187893,0.30599362710939465,000,0.34700318644530265
1.8849555921538759,0.39269908169872414,0.3807796878900397,0.19038984394501984,000,0.4048050780274901
1.8849555921538759,0.47123889803846897,0.19272450843757907,0.09636225421878954,000,0.4518188728906053
1.8849555921538759,0.5497787143782138,0.06622986708369347,0.03311493354184673,000,0.4834425332290766
1.8849555921538759,0.6283185307179586,0.013677940664092057,0.0068389703320460285,000,0.496580514833977
1.8849555921538759,0.7068583470577035,0.040212877887526935,0.020106438943763467,000,0.4899467805281183
1.8849555921538759,0.7853981633974483,0.14323725421878938,0.07161862710939469,000,0.46419068644530265
1.8849555921538759,0.8639379797371931,0.31266632588953736,0.15633316294476868,000,0.4218334185276157
1.8849555921538759,0.9424777960769379,0.5319151948828815,0.26595759744144076,000,0.3670212012792796
1.8849555921538759,1.0210176124166828,0.7795222543050582,0.3897611271525291,000,0.30511943642373546
1.8849555921538759,1.0995574287564276,1.0312499999999996,0.5156249999999998,000,0.24218750000000006
1.8849555921538759,1.1780972450961724,1.262457566328749,0.6312287831643745,000,0.18438560841781268
1.8849555921538759,1.2566370614359172,1.4505127457812104,0.7252563728906052,000,0.1373718135546974
1.8849555921538759,1.335176877775662,1.577007387135096,0.788503693567548,001,0.13141728226125798
1.8849555921538759,1.413716694115407,1.6295593135546973,0.8147796567773486,001,0.1357966094628915
1.8849555921538759,1.4922565104551517,1.6030243763312622,0.8015121881656311,011,0.13358536469427187
1.8849555921538759,1.5707963267948966,1.4999999999999998,0.7499999999999999,000,0.12500000000000003
2.0420352248333655,0.0,1.5,0.75,000,0.125
2.0420352248333655,0.07853981633974483,1.2833580968916103,0.6416790484458051,000,0.17916047577709743
2.0420352248333655,0.15707963267948966,1.0296388064755868,0.5148194032377934,000,0.24259029838110335
2.0420352248333655,0.23561944901923448,0.7636779406640922,0.3818389703320461,000,0.3090805148339769
2.0420352248333655,0.3141592653589793,0.5115096020610703,0.25575480103053516,000,0.37212259948473236
2.0420352248333655,0.39269908169872414,0.297817784609112,0.148908892304556,000,0.42554555384772197
2.0420352248333655,0.47123889803846897,0.14352013227885477,0.07176006613942738,000,0.46411996693028634
2.0420352248333655,0.5497787143782138,0.06372037433534251,0.03186018716767126,000,0.4840699064161644
2.0420352248333655,0.6283185307179586,0.06622986708369341,0.033114933541846706,000,0.48344253322907665
2.0420352248333655,0.7068583470577035,0.15080296388903458,0.07540148194451729,000,0.4622992590277414
2.0420352248333655,0.7853981633974483,0.3091610607806452,0.1545805303903226,000,0.4227097348048387
2.0420352248333655,0.8639379797371931,0.5258029638890345,0.26290148194451723,000,0.3685492590277413
2.0420352248333655,0.9424777960769379,0.7795222543050588,0.3897611271525294,000,0.3051194364237353
2.0420352248333655,1.0210176124166828,1.0454831201165524,0.5227415600582762,000,0.2386292199708619
2.0420352248333655,1.0995574287564276,1.2976514587195747,0.6488257293597873,000,0.1755871353201063
2.0420352248333655,1.1780972450961724,1.5113432761715333,0.7556716380857667,001,0.12594527301429442
2.0420352248333655,1.2566370614359172,1.6656409285017904,0.8328204642508952,010,0.13880341070848254
2.0420352248333655,1.335176877775662,1.7454406864453023,0.8727203432226511,011,0.1454533905371086
2.0420352248333655,1.413716694115407,1.7429311936969514,0.8714655968484757,010,0.14524426614141267
2.0420352248333655,1.4922565104551517,1.6583580968916105,0.8291790484458053,001,0.1381965080743009
2.0420352248333655,1.5707963267948966,1.5,0.75,000,0.125
2.199114857512855,0.0,1.5,0.75,000,0.125
2.199114857512855,0.07853981633974483,1.2555550859152387,0.6277775429576193,000,0.18611122852119033
2.199114857512855,0.15707963267948966,0.9869872542187894,0.4934936271093947,000,0.25325318644530265
2.199114857512855,0.23561944901923448,0.720585795499215,0.3602928977496075,000,0.31985355112519626
2.199114857512855,0.3141592653589793,0.4824279406640921,0.24121397033204606,000,0.37939301483397697
2.199114857512855,0.39269908169872414,0.2958262398880295,0.14791311994401474,000,0.4260434400279926
2.199114857512855,0.47123889803846897,0.1790465677734868,0.0895232838867434,000,0.4552383580566283
2.199114857512855,0.5497787143782138,0.14352013227885468,0.07176006613942734,000,0.46411996693028634
2.199114857512855,0.6283185307179586,0.19272450843757877,0.09636225421878938,000,0.4518188728906053
2.199114857512855,0.7068583470577035,0.3218432290841958,0.1609216145420979,000,0.419539192728951
2.199114857512855,0.7853981633974483,0.5182372542187895,0.25911862710939476,000,0.37044068644530265
2.199114857512855,0.8639379797371931,0.7626821683035506,0.3813410841517753,000,0.30932945792411237
2.199114857512855,0.9424777960769379,1.03125,0.515625,000,0.2421875
2.199114857512855,1.0210176124166828,1.2976514587195744,0.6488257293597872,000,0.17558713532010636
2.199114857512855,1.0995574287564276,1.5358093135546969,0.7679046567773484,010,0.12798410946289143
2.199114857512855,1.1780972450961724,1.7224110143307594,0.8612055071653797,001,0.14353425119422997
2.199114857512855,1.2566370614359172,1.839190686445303,0.9195953432226515,001,0.15326589053710857
2.199114857512855,1.335176877775662,1.8747171219399346,0.9373585609699673,001,0.1562264268283279
2.199114857512855,1.413716694115407,1.8255127457812104,0.9127563728906052,001,0.15212606214843422
2.199114857512855,1.4922565104551517,1.6963940251345937,0.8481970125672968,011,0.1413661687612162
2.199114857512855,1.5707963267948966,1.5,0.75,000,0.125
2.356194490192345,0.0,1.5,0.75,000,0.125
2.356194490192345,0.07853981633974483,1.2498834478294718,0.6249417239147359,000,0.18752913804263202
2.356194490192345,0.15707963267948966,0.9875424336712502,0.4937712168356251,000,0.2531143915821874
2.356194490192345,0.23561944901923448,0.7386567238284671,0.36932836191423357,000,0.31533581904288327
2.356194490192345,0.3141592653589793,0.5275889856692402,0.2637944928346201,000,0.36810275358268996
2.356194490192345,0.39269908169872414,0.3749999999999999,0.18749999999999994,000,0.40625
2.356194490192345,0.47123889803846897,0.2958262398880294,0.1479131199440147,000,0.4260434400279927
2.356194490192345,0.5497787143782138,0.2978177846091118,0.1489088923045559,000,0.4255455538477221
2.356194490192345,0.6283185307179586,0.3807796878900397,0.19038984394501984,000,0.4048050780274901
2.356194490192345,0.7068583470577035,0.5365910606081068,0.2682955303040534,000,0.3658522348479733
2.356194490192345,0.7853981633974483,0.75,0.375,000,0.3125
2.356194490192345,0.8639379797371931,1.0001165521705278,0.5000582760852639,000,0.24997086195736806
2.356194490192345,0.9424777960769379,1.2624575663287496,0.6312287831643748,000,0.1843856084178126
2.356194490192345,1.0210176124166828,1.5113432761715326,0.7556716380857663,001,0.1259452730142944
2.356194490192345,1.0995574287564276,1.7224110143307594,0.8612055071653797,001,0.14353425119423002
2.356194490192345,1.1780972450961724,1.875,0.9375,001,0.15625
2.356194490192345,1.2566370614359172,1.9541737601119702,0.9770868800559851,001,0.1628478133426642
2.356194490192345,1.335176877775662,1.9521822153908879,0.9760911076954439,001,0.16268185128257404
2.356194490192345,1.413716694115407,1.86922031210996,0.93461015605498,001,0.15576835934249672
2.356194490192345,1.4922565104551517,1.713408939391893,0.8567044696959465,001,0.14278407828265777
2.356194490192345,1.5707963267948966,1.5,0.75,000,0.125
2.5132741228718345,0.0,1.5,0.75,000,0.125
2.5132741228718345,0.07853981633974483,1.2668983620867715,0.6334491810433858,000,0.18327540947830706
2.5132741228718345,0.15707963267948966,1.03125,0.515625,000,0.24218750000000006
2.5132741228718345,0.23561944901923448,0.8161218172794198,0.4080609086397099,000,0.29596954568014505
2.5132741228718345,0.3141592653589793,0.6425720593359079,0.32128602966795394,000,0.33935698516602303
2.5132741228718345,0.39269908169872414,0.52758898566924,0.26379449283462,000,0.36810275358268996
2.5132741228718345,0.47123889803846897,0.48242794066409184,0.24121397033204592,000,0.379393014833977
2.5132741228718345,0.5497787143782138,0.5115096020610702,0.2557548010305351,000,0.3721225994847325
2.5132741228718345,0.6283185307179586,0.6119872542187894,0.3059936271093947,000,0.3470031864453026
2.5132741228718345,0.7068583470577035,0.7740254444750838,0.3870127222375419,000,0.30649363888122905
2.5132741228718345,0.7853981633974483,0.9817627457812101,0.49088137289060507,000,0.25455931355469746
2.5132741228718345,0.8639379797371931,1.214864383694439,0.6074321918472195,000,0.1962839040763903
2.5132741228718345,0.9424777960769379,1.4505127457812104,0.7252563728906052,000,0.13737181355469735
2.5132741228718345,1.0210176124166828,1.66564092850179,0.832820464250895,001,0.13880341070848257
2.5132741228718345,1.0995574287564276,1.8391906864453027,0.9195953432226514,011,0.1532658905371086
2.5132741228718345,1.1780972450961724,1.9541737601119702,0.9770868800559851,001,0.1628478133426642
2.5132741228718345,1.2566370614359172,1.9993348051171185,0.9996674025585592,001,0.16661123375975992
2.5132741228718345,1.335176877775662,1.9702531437201405,0.9851265718600702,001,0.16418776197667836
2.5132741228718345,1.413716694115407,1.8697754915624212,0.9348877457812106,001,0.15581462429686846
2.5132741228718345,1.4922565104551517,1.7077373013061266,0.8538686506530633,011,0.14231144177551058
2.5132741228718345,1.5707963267948966,1.5,0.75,000,0.125
2.670353755551324,0.0,1.5,0.75,000,0.125
2.670353755551324,0.07853981633974483,1.3049342903297547,0.6524671451648774,000,0.17376642741756126
2.670353755551324,0.15707963267948966,1.1138315520842585,0.5569157760421293,000,0.2215421119789354
2.670353755551324,0.23561944901923448,0.9453982527740521,0.47269912638702605,000,0.263650436806487
2.670353755551324,0.3141592653589793,0.8161218172794197,0.40806090863970984,000,0.2959695456801451
2.670353755551324,0.39269908169872414,0.7386567238284666,0.3693283619142333,000,0.3153358190428834
2.670353755551324,0.47123889803846897,0.7205857954992148,0.3602928977496074,000,0.3198535511251963
2.670353755551324,0.5497787143782138,0.7636779406640919,0.38183897033204595,000,0.309080514833977
2.670353755551324,0.6283185307179586,0.8637149999137306,0.4318574999568653,000,0.28407125002156736
2.670353755551324,0.7068583470577035,1.0109046488896,0.5054523244448,000,0.2472738377776
2.670353755551324,0.7853981633974483,1.1908389392193548,0.5954194696096774,000,0.20229026519516133
2.670353755551324,0.8639379797371931,1.3859046488895999,0.6929523244447999,000,0.1535238377776
2.670353755551324,0.9424777960769379,1.577007387135096,0.788503693567548,001,0.131417282261258
2.670353755551324,1.0210176124166828,1.7454406864453023,0.8727203432226511,001,0.14545339053710854
2.670353755551324,1.0995574287564276,1.8747171219399346,0.9373585609699673,001,0.1562264268283279
2.670353755551324,1.1780972450961724,1.9521822153908879,0.9760911076954439,011,0.16268185128257406
2.670353755551324,1.2566370614359172,1.9702531437201403,0.9851265718600701,001,0.16418776197667836
2.670353755551324,1.335176877775662,1.9271609985552631,0.9635804992776316,001,0.1605967498796053
2.670353755551324,1.413716694115407,1.8271239393056242,0.9135619696528121,001,0.1522603282754687
2.670353755551324,1.4922565104551517,1.6799342903297547,0.8399671451648774,011,0.1399945241941463
2.670353755551324,1.5707963267948966,1.4999999999999998,0.7499999999999999,000,0.12500000000000003
2.827433388230814,0.0,1.5,0.75,000,0.125
2.827433388230814,0.07853981633974483,1.3602680108901026,0.6801340054450513,000,0.15993299727747431
2.827433388230814,0.15707963267948966,1.2272034322265133,0.6136017161132566,000,0.1931991419433717
2.827433388230814,0.23561944901923448,1.1138315520842588,0.5569157760421294,000,0.2215421119789353
2.827433388230814,0.3141592653589793,1.03125,0.515625,000,0.2421875
2.827433388230814,0.39269908169872414,0.9875424336712504,0.4937712168356252,000,0.25311439158218746
2.827433388230814,0.47123889803846897,0.9869872542187894,0.4934936271093947,000,0.2532531864453027
2.827433388230814,0.5497787143782138,1.0296388064755866,0.5148194032377933,000,0.24259029838110338
2.827433388230814,0.6283185307179586,1.1113220593359077,0.5556610296679538,000,0.2221694851660231
2.827433388230814,0.7068583470577035,1.2240412868890973,0.6120206434445487,000,0.19398967827772576
2.827433388230814,0.7853981633974483,1.3567627457812106,0.6783813728906053,000,0.16080931355469746
2.827433388230814,0.8639379797371931,1.4964947348911077,0.7482473674455539,000,0.1258763162772231
2.827433388230814,0.9424777960769379,1.629559313554697,0.8147796567773485,001,0.13579660946289143
2.827433388230814,1.0210176124166828,1.7429311936969518,0.8714655968484759,010,0.14524426614141267
2.827433388230814,1.0995574287564276,1.8255127457812104,0.9127563728906052,011,0.15212606214843424
2.827433388230814,1.1780972450961724,1.8692203121099602,0.9346101560549801,001,0.1557683593424967
2.827433388230814,1.2566370614359172,1.8697754915624212,0.9348877457812106,001,0.15581462429686843
2.827433388230814,1.335176877775662,1.8271239393056238,0.9135619696528119,001,0.15226032827546868
2.827433388230814,1.413716694115407,1.745440686445303,0.8727203432226515,001,0.1454533905371086
2.827433388230814,1.4922565104551517,1.6327214588921133,0.8163607294460566,011,0.13606012157434277
2.827433388230814,1.5707963267948966,1.5000000000000002,0.7500000000000001,001,0.12500000000000003
2.9845130209103035,0.0,1.5,0.75,000,0.125
2.9845130209103035,0.07853981633974483,1.427483073666668,0.713741536833334,000,0.14312923158333302
2.9845130209103035,0.15707963267948966,1.3602680108901026,0.6801340054450513,000,0.15993299727747437
2.9845130209103035,0.23561944901923448,1.3049342903297547,0.6524671451648774,000,0.17376642741756126
2.9845130209103035,0.3141592653589793,1.2668983620867718,0.6334491810433859,000,0.18327540947830706
2.9845130209103035,0.39269908169872414,1.249883447829472,0.624941723914736,000,0.187529138042632
2.9845130209103035,0.47123889803846897,1.2555550859152382,0.6277775429576191,000,0.1861112285211904
2.9845130209103035,0.5497787143782138,1.28335809689161,0.641679048445805,000,0.1791604757770975
2.9845130209103035,0.6283185307179586,1.330570928329252,0.665285464164626,000,0.16735726791768704
2.9845130209103035,0.7068583470577035,1.3925720593359079,0.6962860296679539,000,0.15185698516602306
2.9845130209103035,0.7853981633974483,1.4632923872213652,0.7316461936106826,000,0.13417690319465875
2.9845130209103035,0.8639379797371931,1.5358093135546977,0.7679046567773489,001,0.12798410946289146
2.9845130209103035,0.9424777960769379,1.6030243763312626,0.8015121881656313,001,0.1335853646942719
2.9845130209103035,1.0210176124166828,1.65835809689161,0.829179048445805,010,0.1381965080743009
2.9845130209103035,1.0995574287564276,1.6963940251345933,0.8481970125672966,001,0.14136616876121613
2.9845130209103035,1.1780972450961724,1.713408939391893,0.8567044696959465,010,0.14278407828265777
2.9845130209103035,1.2566370614359172,1.7077373013061268,0.8538686506530634,001,0.14231144177551058
2.9845130209103035,1.335176877775662,1.679934290329755,0.8399671451648775,001,0.13999452419414624
2.9845130209103035,1.413716694115407,1.6327214588921133,0.8163607294460566,001,0.1360601215743428
2.9845130209103035,1.4922565104551517,1.5707203278854576,0.7853601639427288,011,0.13089336065712148
2.9845130209103035,1.5707963267948966,1.5,0.75,001,0.125
3.141592653589793,0.0,1.5,0.75,000,0.125
3.141592653589793,0.07853981633974483,1.5,0.75,000,0.125
3.141592653589793,0.15707963267948966,1.4999999999999998,0.7499999999999999,000,0.12500000000000006
3.141592653589793,0.23561944901923448,1.4999999999999998,0.7499999999999999,000,0.12500000000000003
3.141592653589793,0.3141592653589793,1.4999999999999998,0.7499999999999999,000,0.12500000000000006
3.141592653589793,0.39269908169872414,1.5,0.75,000,0.12500000000000003
3.141592653589793,0.47123889803846897,1.5,0.75,000,0.12500000000000006
3.141592653589793,0.5497787143782138,1.5,0.75,000,0.12500000000000006
3.141592653589793,0.6283185307179586,1.5,0.75,000,0.12500000000000003
3.141592653589793,0.7068583470577035,1.5,0.75,001,0.125
3.141592653589793,0.7853981633974483,1.5,0.75,010,0.12500000000000006
3.141592653589793,0.8639379797371931,1.5,0.75,000,0.125
3.141592653589793,0.9424777960769379,1.5,0.75,010,0.12500000000000003
3.141592653589793,1.0210176124166828,1.5,0.75,001,0.12500000000000003
3.141592653589793,1.0995574287564276,1.5000000000000004,0.7500000000000002,010,0.12500000000000006
3.141592653589793,1.1780972450961724,1.5,0.75,001,0.12500000000000003
3.141592653589793,1.2566370614359172,1.5000000000000002,0.7500000000000001,011,0.12500000000000006
3.141592653589793,1.335176877775662,1.5,0.75,001,0.12500000000000003
3.141592653589793,1.413716694115407,1.5,0.75,000,0.125
3.141592653589793,1.4922565104551517,1.5,0.75,000,0.125
3.141592653589793,1.5707963267948966,1.5,0.75,000,0.125
