step,energy,theta0,theta1,theta2,theta3,theta4,theta5
445,-1.8369673131426698,3.1434654307590675,1.5707963267948966,0.0,-1.5707963267948966,0.0,0.0
446,-1.623353888595592,3.1434654307590675,2.5707963267948966,0.0,-1.5707963267948966,0.0,0.0
447,-0.8227828426529498,3.1434654307590675,-0.047237673205103414,0.0,-1.5707963267948966,0.0,0.0
448,-1.5849083931112413,3.1434654307590675,0.9527623519508965,0.0,-1.5707963267948966,0.0,0.0
449,-1.847052710828318,3.1434654307590675,1.9527623267948966,0.0,-1.5707963267948966,0.0,0.0
450,-1.8572725717809089,3.1434654307590675,1.7963905255842643,0.0,-1.5707963267948966,0.0,0.0
451,-1.8572742830799367,3.1434654307590675,1.7941345835863705,0.0,-1.5707963267948966,0.0,0.0
452,-1.8572718855969366,3.1434654307590675,1.7919012010084558,0.0,-1.5707963267948966,0.0,0.0
453,-1.8572742830799367,3.1434654307590675,1.7941345835863705,0.0,-1.5707963267948966,0.0,0.0
454,-1.683462701008546,3.1434654307590675,1.7941345835863705,1.0,-1.5707963267948966,0.0,0.0
455,-1.4634335571724868,3.1434654307590675,1.7941345835863705,-1.618034,-1.5707963267948966,0.0,0.0
456,-1.7879983485632207,3.1434654307590675,1.7941345835863705,-0.618033974844,-1.5707963267948966,0.0,0.0
457,-1.829851483879652,3.1434654307590675,1.7941345835863705,0.381966,-1.5707963267948966,0.0,0.0
458,-1.8572739764261146,3.1434654307590675,1.7941345835863705,-0.004231293138817576,-1.5707963267948966,0.0,0.0
459,-1.857274979934474,3.1434654307590675,1.7941345835863705,-0.0019209181941058325,-1.5707963267948966,0.0,0.0
460,-1.857274979882166,3.1434654307590675,1.7941345835863705,-0.001940127386046891,-1.5707963267948966,0.0,0.0
461,-1.8572749798477548,3.1434654307590675,1.7941345835863705,-0.0019017090021647741,-1.5707963267948966,0.0,0.0
462,-1.857274979934474,3.1434654307590675,1.7941345835863705,-0.0019209181941058325,-1.5707963267948966,0.0,0.0
463,-1.4819413100701413,3.1434654307590675,1.7941345835863705,-0.0019209181941058325,-0.5707963267948966,0.0,0.0
464,-1.0027152935112424,3.1434654307590675,1.7941345835863705,-0.0019209181941058325,-3.1888303267948963,0.0,0.0
465,-1.7063911944009846,3.1434654307590675,1.7941345835863705,-0.0019209181941058325,-2.1888303016388964,0.0,0.0
466,-1.7983951217344432,3.1434654307590675,1.7941345835863705,-0.0019209181941058325,-1.1888303267948965,0.0,0.0
467,-1.8572727718423865,3.1434654307590675,1.7941345835863705,-0.0019209181941058325,-1.5733300745911443,0.0,0.0
468,-1.8572749960472743,3.1434654307590675,1.7941345835863705,-0.0019209181941058325,-1.5709824401651464,0.0,0.0
469,-1.8572749961164186,3.1434654307590675,1.7941345835863705,-0.0019209181941058325,-1.5709954569299545,0.0,0.0
470,-1.8572749961148005,3.1434654307590675,1.7941345835863705,-0.0019209181941058325,-1.570993465618604,0.0,0.0
471,-1.8572749961148,3.1434654307590675,1.7941345835863705,-0.0019209181941058325,-1.5709974482413052,0.0,0.0
472,-1.8572749961164186,3.1434654307590675,1.7941345835863705,-0.0019209181941058325,-1.5709954569299545,0.0,0.0
473,-1.6840809349523904,3.1434654307590675,1.7941345835863705,-0.0019209181941058325,-1.5709954569299545,1.0,0.0
474,-1.4627280891721122,3.1434654307590675,1.7941345835863705,-0.0019209181941058325,-1.5709954569299545,-1.618034,0.0
475,-1.787582295476617,3.1434654307590675,1.7941345835863705,-0.0019209181941058325,-1.5709954569299545,-0.618033974844,0.0
476,-1.830123521082595,3.1434654307590675,1.7941345835863705,-0.0019209181941058325,-1.5709954569299545,0.381966,0.0
477,-1.8572739666926024,3.1434654307590675,1.7941345835863705,-0.0019209181941058325,-1.5709954569299545,-0.002337662807960925,0.0
478,-1.8572749960782924,3.1434654307590675,1.7941345835863705,-0.0019209181941058325,-1.5709954569299545,1.422644689584868e-05,0.0
479,-1.8572749961164186,3.1434654307590675,1.7941345835863705,-0.0019209181941058325,-1.5709954569299545,1e-11,0.0
480,-1.8572749961164186,3.1434654307590675,1.7941345835863705,-0.0019209181941058325,-1.5709954569299545,2.01e-11,0.0
481,-1.857274996110856,3.1434654307590675,1.7941345835863705,-0.0019209181941058325,-1.5709954569299545,5.434031437503137e-06,0.0
482,-1.8572749961156065,3.1434654307590675,1.7941345835863705,-0.0019209181941058325,-1.5709954569299545,2.0756276745407237e-06,0.0
483,-1.8572749961163,3.1434654307590675,1.7941345835863705,-0.0019209181941058325,-1.5709954569299545,7.92831622817022e-07,0.0
484,-1.8572749961164015,3.1434654307590675,1.7941345835863705,-0.0019209181941058325,-1.5709954569299545,3.028471461243267e-07,0.0
485,-1.8572749961164159,3.1434654307590675,1.7941345835863705,-0.0019209181941058325,-1.5709954569299545,1.1568973549992458e-07,0.0
486,-1.857274996116418,3.1434654307590675,1.7941345835863705,-0.0019209181941058325,-1.5709954569299545,4.4201967993364196e-08,0.0
487,-1.8572749961164188,3.1434654307590675,1.7941345835863705,-0.0019209181941058325,-1.5709954569299545,1.689607138995335e-08,0.0
488,-1.8572749961164183,3.1434654307590675,1.7941345835863705,-0.0019209181941058325,-1.5709954569299545,2.7325995491971778e-08,0.0
489,-1.8572749961164186,3.1434654307590675,1.7941345835863705,-0.0019209181941058325,-1.5709954569299545,1.0450024102018429e-08,0.0
490,-1.8572749961164188,3.1434654307590675,1.7941345835863705,-0.0019209181941058325,-1.5709954569299545,2.0879947779504922e-08,0.0
491,-1.8572749961164188,3.1434654307590675,1.7941345835863705,-0.0019209181941058325,-1.5709954569299545,1.8888009584729134e-08,0.0
492,-1.8572749961164188,3.1434654307590675,1.7941345835863705,-0.0019209181941058325,-1.5709954569299545,1.8127156920223407e-08,0.0
493,-1.8572749961164188,3.1434654307590675,1.7941345835863705,-0.0019209181941058325,-1.5709954569299545,1.7656924104568275e-08,0.0
494,-1.8572749961164188,3.1434654307590675,1.7941345835863705,-0.0019209181941058325,-1.5709954569299545,1.736630423657767e-08,0.0
495,-1.8572749961164188,3.1434654307590675,1.7941345835863705,-0.0019209181941058325,-1.5709954569299545,1.7182641194211894e-08,0.0
496,-1.8572749961164188,3.1434654307590675,1.7941345835863705,-0.0019209181941058325,-1.5709954569299545,1.7182641194211894e-08,0.0
497,-1.6840809510547678,3.1434654307590675,1.7941345835863705,-0.0019209181941058325,-1.5709954569299545,1.7182641194211894e-08,1.0
498,-1.4627281259796174,3.1434654307590675,1.7941345835863705,-0.0019209181941058325,-1.5709954569299545,1.7182641194211894e-08,-1.618034
499,-1.7875823019956036,3.1434654307590675,1.7941345835863705,-0.0019209181941058325,-1.5709954569299545,1.7182641194211894e-08,-0.618033974844
500,-1.8301235235966027,3.1434654307590675,1.7941345835863705,-0.0019209181941058325,-1.5709954569299545,1.7182641194211894e-08,0.381966
501,-1.8572739666926998,3.1434654307590675,1.7941345835863705,-0.0019209181941058325,-1.5709954569299545,1.7182641194211894e-08,-0.002337662920261385
502,-1.8572749960782924,3.1434654307590675,1.7941345835863705,-0.0019209181941058325,-1.5709954569299545,1.7182641194211894e-08,1.4226332392697702e-05
503,-1.8572749961164188,3.1434654307590675,1.7941345835863705,-0.0019209181941058325,-1.5709954569299545,1.7182641194211894e-08,-1.5301644883120453e-10
504,-1.8572749961164188,3.1434654307590675,1.7941345835863705,-0.0019209181941058325,-1.5709954569299545,1.7182641194211894e-08,-7.650822441560227e-11
505,-1.8572749961164188,3.1434654307590675,1.7941345835863705,-0.0019209181941058325,-1.5709954569299545,1.7182641194211894e-08,-1.057317648627322e-10
506,-1.8572749961164188,3.1434654307590675,1.7941345835863705,-0.0019209181941058325,-1.5709954569299545,1.7182641194211894e-08,-1.237929064594337e-10
507,-1.8572749961164188,3.1434654307590675,1.7941345835863705,-0.0019209181941058325,-1.5709954569299545,1.7182641194211894e-08,-1.3503083552402804e-10
508,-0.9855613730125631,6.286930861518135,2.0174728403778444,-0.003841836388211665,-1.5711945870650124,3.436528238842379e-08,-2.700616710480561e-10
509,-1.8572749961164188,3.1434654307590675,1.7941345835863705,-0.0019209181941058325,-1.5709954569299545,1.7182641194211894e-08,-1.3503083552402804e-10
510,-1.6656277180274701,4.1434654307590675,1.7941345835863705,-0.0019209181941058325,-1.5709954569299545,1.7182641194211894e-08,-1.3503083552402804e-10
511,-1.4207994258633667,1.5254314307590675,1.7941345835863705,-0.0019209181941058325,-1.5709954569299545,1.7182641194211894e-08,-1.3503083552402804e-10
512,-1.7801910769393612,2.5254314559150677,1.7941345835863705,-0.0019209181941058325,-1.5709954569299545,1.7182641194211894e-08,-1.3503083552402804e-10
513,-1.82722163098547,3.5254314307590677,1.7941345835863705,-0.0019209181941058325,-1.5709954569299545,1.7182641194211894e-08,-1.3503083552402804e-10
514,-1.8572738602059577,3.1410395213128113,1.7941345835863705,-0.0019209181941058325,-1.5709954569299545,1.7182641194211894e-08,-1.3503083552402804e-10
515,-1.8572749977511989,3.1433894969740597,1.7941345835863705,-0.0019209181941058325,-1.5709954569299545,1.7182641194211894e-08,-1.3503083552402804e-10
516,-1.8572749977902168,3.143375814453634,1.7941345835863705,-0.0019209181941058325,-1.5709954569299545,1.7182641194211894e-08,-1.3503083552402804e-10
517,-1.8572749977900496,3.1433749182805797,1.7941345835863705,-0.0019209181941058325,-1.5709954569299545,1.7182641194211894e-08,-1.3503083552402804e-10
518,-1.8572749977900496,3.1433767106266886,1.7941345835863705,-0.0019209181941058325,-1.5709954569299545,1.7182641194211894e-08,-1.3503083552402804e-10
519,-1.8572749977902168,3.143375814453634,1.7941345835863705,-0.0019209181941058325,-1.5709954569299545,1.7182641194211894e-08,-1.3503083552402804e-10
520,-1.4820784840743313,3.143375814453634,2.7941345835863705,-0.0019209181941058325,-1.5709954569299545,1.7182641194211894e-08,-1.3503083552402804e-10
521,-1.0025547003697215,3.143375814453634,0.17610058358637048,-0.0019209181941058325,-1.5709954569299545,1.7182641194211894e-08,-1.3503083552402804e-10
522,-1.7062974605935102,3.143375814453634,1.1761006087423704,-0.0019209181941058325,-1.5709954569299545,1.7182641194211894e-08,-1.3503083552402804e-10
523,-1.7984557135582402,3.143375814453634,2.1761005835863703,-0.0019209181941058325,-1.5709954569299545,1.7182641194211894e-08,-1.3503083552402804e-10
524,-1.857272767724139,3.143375814453634,1.7917965755202476,-0.0019209181941058325,-1.5709954569299545,1.7182641194211894e-08,-1.3503083552402804e-10
525,-1.8572749977076979,3.143375814453634,1.79414845729301,-0.0019209181941058325,-1.5709954569299545,1.7182641194211894e-08,-1.3503083552402804e-10
526,-1.8572749977902665,3.143375814453634,1.7941342330022478,-0.0019209181941058325,-1.5709954569299545,1.7182641194211894e-08,-1.3503083552402804e-10
527,-1.8572749977902665,3.143375814453634,1.794134236518089,-0.0019209181941058325,-1.5709954569299545,1.7182641194211894e-08,-1.3503083552402804e-10
528,-1.857274997790267,3.143375814453634,1.7941342399987719,-0.0019209181941058325,-1.5709954569299545,1.7182641194211894e-08,-1.3503083552402804e-10
529,-1.857274997790259,3.143375814453634,1.7941343712375526,-0.0019209181941058325,-1.5709954569299545,1.7182641194211894e-08,-1.3503083552402804e-10
530,-1.8572749977902656,3.143375814453634,1.794134290127524,-0.0019209181941058325,-1.5709954569299545,1.7182641194211894e-08,-1.3503083552402804e-10
531,-1.8572749977902674,3.143375814453634,1.7941342591462508,-0.0019209181941058325,-1.5709954569299545,1.7182641194211894e-08,-1.3503083552402804e-10
532,-1.8572749977902672,3.143375814453634,1.794134252086154,-0.0019209181941058325,-1.5709954569299545,1.7182641194211894e-08,-1.3503083552402804e-10
533,-1.857274997790267,3.143375814453634,1.7941342709800439,-0.0019209181941058325,-1.5709954569299545,1.7182641194211894e-08,-1.3503083552402804e-10
534,-1.857274997790267,3.143375814453634,1.794134262400652,-0.0019209181941058325,-1.5709954569299545,1.7182641194211894e-08,-1.3503083552402804e-10
535,-1.8572749977902665,3.143375814453634,1.7941342558918496,-0.0019209181941058325,-1.5709954569299545,1.7182641194211894e-08,-1.3503083552402804e-10
536,-1.8572749977902674,3.143375814453634,1.7941342591462508,-0.0019209181941058325,-1.5709954569299545,1.7182641194211894e-08,-1.3503083552402804e-10
537,-1.6841093224609667,3.143375814453634,1.7941342591462508,0.9980790818058942,-1.5709954569299545,1.7182641194211894e-08,-1.3503083552402804e-10
538,-1.462694357084933,3.143375814453634,1.7941342591462508,-1.6199549181941058,-1.5709954569299545,1.7182641194211894e-08,-1.3503083552402804e-10
539,-1.7875627388630464,3.143375814453634,1.7941342591462508,-0.6199548930381058,-1.5709954569299545,1.7182641194211894e-08,-1.3503083552402804e-10
540,-1.8301360999217746,3.143375814453634,1.7941342591462508,0.3800450818058942,-1.5709954569299545,1.7182641194211894e-08,-1.3503083552402804e-10
541,-1.8572739686727924,3.143375814453634,1.7941342591462508,-0.004170377464461014,-1.5709954569299545,1.7182641194211894e-08,-1.3503083552402804e-10
542,-1.857274999260536,3.143375814453634,1.7941342591462508,-0.001816577611951847,-1.5709954569299545,1.7182641194211894e-08,-1.3503083552402804e-10
543,-1.8572749993016275,3.143375814453634,1.7941342591462508,-0.0018313469285942071,-1.5709954569299545,1.7182641194211894e-08,-1.3503083552402804e-10
544,-1.8572749993014763,3.143375814453634,1.7941342591462508,-0.0018322426512493233,-1.5709954569299545,1.7182641194211894e-08,-1.3503083552402804e-10
545,-1.8572749993014768,3.143375814453634,1.7941342591462508,-0.0018304512059390907,-1.5709954569299545,1.7182641194211894e-08,-1.3503083552402804e-10
546,-1.8572749993016275,3.143375814453634,1.7941342591462508,-0.0018313469285942071,-1.5709954569299545,1.7182641194211894e-08,-1.3503083552402804e-10
547,-1.4820778835330877,3.143375814453634,1.7941342591462508,-0.0018313469285942071,-0.5709954569299545,1.7182641194211894e-08,-1.3503083552402804e-10
548,-1.002553182683217,3.143375814453634,1.7941342591462508,-0.0018313469285942071,-3.1890294569299544,1.7182641194211894e-08,-1.3503083552402804e-10
549,-1.7062971733427406,3.143375814453634,1.7941342591462508,-0.0018313469285942071,-2.1890294317739545,1.7182641194211894e-08,-1.3503083552402804e-10
550,-1.7984556328842731,3.143375814453634,1.7941342591462508,-0.0018313469285942071,-1.1890294569299544,1.7182641194211894e-08,-1.3503083552402804e-10
551,-1.8572727692298932,3.143375814453634,1.7941342591462508,-0.0018313469285942071,-1.573333403886836,1.7182641194211894e-08,-1.3503083552402804e-10
552,-1.8572749992190873,3.143375814453634,1.7941342591462508,-0.0018313469285942071,-1.5709815207897364,1.7182641194211894e-08,-1.3503083552402804e-10
553,-1.8572749993016615,3.143375814453634,1.7941342591462508,-0.0018313469285942071,-1.5709957455109937,1.7182641194211894e-08,-1.3503083552402804e-10
554,-1.8572749993016613,3.143375814453634,1.7941342591462508,-0.0018313469285942071,-1.5709957426151833,1.7182641194211894e-08,-1.3503083552402804e-10
555,-1.857274673938457,3.143375814453634,1.7941342591462508,-0.0018313469285942071,-1.5718886515301806,1.7182641194211894e-08,-1.3503083552402804e-10
556,-1.8572749993016326,3.143375814453634,1.7941342591462508,-0.0018313469285942071,-1.5709960109080974,1.7182641194211894e-08,-1.3503083552402804e-10
557,-1.8572749993016602,3.143375814453634,1.7941342591462508,-0.0018313469285942071,-1.5709957995307913,1.7182641194211894e-08,-1.3503083552402804e-10
558,-1.8572749993016615,3.143375814453634,1.7941342591462508,-0.0018313469285942071,-1.5709957655952984,1.7182641194211894e-08,-1.3503083552402804e-10
559,-1.8572749993016617,3.143375814453634,1.7941342591462508,-0.0018313469285942071,-1.5709957555531462,1.7182641194211894e-08,-1.3503083552402804e-10
560,-1.8572749993016613,3.143375814453634,1.7941342591462508,-0.0018313469285942071,-1.5709957525569143,1.7182641194211894e-08,-1.3503083552402804e-10
561,-1.8572749993016613,3.143375814453634,1.7941342591462508,-0.0018313469285942071,-1.5709957585493781,1.7182641194211894e-08,-1.3503083552402804e-10
562,-1.8572749993016617,3.143375814453634,1.7941342591462508,-0.0018313469285942071,-1.5709957555531462,1.7182641194211894e-08,-1.3503083552402804e-10
563,-1.6840809331958562,3.143375814453634,1.7941342591462508,-0.0018313469285942071,-1.5709957555531462,1.000000017182641,-1.3503083552402804e-10
564,-1.4627280999746737,3.143375814453634,1.7941342591462508,-0.0018313469285942071,-1.5709957555531462,-1.6180339828173589,-1.3503083552402804e-10
565,-1.7875823026160778,3.143375814453634,1.7941342591462508,-0.0018313469285942071,-1.5709957555531462,-0.6180339576613588,-1.3503083552402804e-10
566,-1.8301235219341547,3.143375814453634,1.7941342591462508,-0.0018313469285942071,-1.5709957555531462,0.3819660171826412,-1.3503083552402804e-10
567,-1.857273969878079,3.143375814453634,1.7941342591462508,-0.0018313469285942071,-1.5709957555531462,-0.0023376625445859713,-1.3503083552402804e-10
568,-1.857274999263536,3.143375814453634,1.7941342591462508,-0.0018313469285942071,-1.5709957555531462,1.422634456716568e-05,-1.3503083552402804e-10
569,-1.8572749993016617,3.143375814453634,1.7941342591462508,-0.0018313469285942071,-1.5709957555531462,-2.6392995465471232e-11,-1.3503083552402804e-10
570,-1.8572749993016617,3.143375814453634,1.7941342591462508,-0.0018313469285942071,-1.5709957555531462,8.578124099373211e-09,-1.3503083552402804e-10
571,-1.8572749993016617,3.143375814453634,1.7941342591462508,-0.0018313469285942071,-1.5709957555531462,5.29149112272606e-09,-1.3503083552402804e-10
572,-1.8572749993016617,3.143375814453634,1.7941342591462508,-0.0018313469285942071,-1.5709957555531462,3.2602401976369133e-09,-1.3503083552402804e-10
573,-1.8572749993016617,3.143375814453634,1.7941342591462508,-0.0018313469285942071,-1.5709957555531462,2.004858063400368e-09,-1.3503083552402804e-10
574,-1.8572749993016617,3.143375814453634,1.7941342591462508,-0.0018313469285942071,-1.5709957555531462,1.2289892214496176e-09,-1.3503083552402804e-10
575,-1.8572749993016617,3.143375814453634,1.7941342591462508,-0.0018313469285942071,-1.5709957555531462,7.494758975834284e-10,-1.3503083552402804e-10
576,-1.8572749993016617,3.143375814453634,1.7941342591462508,-0.0018313469285942071,-1.5709957555531462,4.5312035998111395e-10,-1.3503083552402804e-10
577,-1.8572749993016617,3.143375814453634,1.7941342591462508,-0.0018313469285942071,-1.5709957555531462,2.6996256165460317e-10,-1.3503083552402804e-10
578,-1.8572749993016617,3.143375814453634,1.7941342591462508,-0.0018313469285942071,-1.5709957555531462,2.6996256165460317e-10,-1.3503083552402804e-10
579,-1.684080953315506,3.143375814453634,1.7941342591462508,-0.0018313469285942071,-1.5709957555531462,2.6996256165460317e-10,0.9999999998649691
580,-1.462728126787129,3.143375814453634,1.7941342591462508,-0.0018313469285942071,-1.5709957555531462,2.6996256165460317e-10,-1.6180340001350308
581,-1.7875823047233002,3.143375814453634,1.7941342591462508,-0.0018313469285942071,-1.5709957555531462,2.6996256165460317e-10,-0.6180339749790309
582,-1.8301235266593483,3.143375814453634,1.7941342591462508,-0.0018313469285942071,-1.5709957555531462,2.6996256165460317e-10,0.3819659998649692
583,-1.8572739698779333,3.143375814453634,1.7941342591462508,-0.0018313469285942071,-1.5709957555531462,2.6996256165460317e-10,-0.0023376628117901845
584,-1.8572749992635356,3.143375814453634,1.7941342591462508,-0.0018313469285942071,-1.5709957555531462,2.6996256165460317e-10,1.4226446438116956e-05
585,-1.8572749993016617,3.143375814453634,1.7941342591462508,-0.0018313469285942071,-1.5709957555531462,2.6996256165460317e-10,2.2373325603779986e-12
586,-1.8572749993016617,3.143375814453634,1.7941342591462508,-0.0018313469285942071,-1.5709957555531462,2.6996256165460317e-10,-6.639675148182502e-11
587,-1.8572749993016617,3.143375814453634,1.7941342591462508,-0.0018313469285942071,-1.5709957555531462,2.6996256165460317e-10,-9.261263802708915e-11
588,-1.8572749993016617,3.143375814453634,1.7941342591462508,-0.0018313469285942071,-1.5709957555531462,2.6996256165460317e-10,-1.088149472522049e-10
589,-1.8572749993016617,3.143375814453634,1.7941342591462508,-0.0018313469285942071,-1.5709957555531462,2.6996256165460317e-10,-1.1907710613492312e-10
